timestamp_ns,height_inv_mm
0,1.210108
21577139,1.200878
42675580,1.177116
65435275,1.160384
86637834,1.11932
107744121,1.065134
128965960,1.05721
149928086,1.035064
172084836,1.048035
192925657,1.055315
214010948,1.044428
235727666,1.05007
259275954,1.023946
280519586,0.978236
302348904,0.93423
323484333,0.871848
343704736,0.85785
365382520,0.799628
386359539,0.788099
407099660,0.738099
426486996,0.702423
446310402,0.663075
468384433,0.598005
489185396,0.537283
509711118,0.480616
530536879,0.386486
551343203,0.308324
571692087,0.236154
591493415,0.148541
610884035,0.086662
630781691,0.0
650966169,0.025358
671154997,0.173428
692026151,0.551328
720400674,0.808165
741205275,0.965784
763751489,1.025241
784098264,1.038779
804874476,1.016396
825692189,1.038206
845872005,1.004788
