timestamp_ns,height_inv_mm
0,0.607794
20118324,0.579669
40710132,0.547047
62035969,0.551406
83431502,0.560818
105039637,0.542962
127119310,0.55866
148854609,0.562092
171149829,0.5484
191924383,0.532999
213105491,0.490293
234415986,0.459633
256302824,0.444827
279933441,0.41871
300714391,0.404195
321621250,0.382736
341775812,0.366957
362402610,0.341235
382172705,0.312307
402503061,0.285435
423396159,0.241206
445154847,0.205115
464781674,0.180206
485461388,0.136997
506933732,0.088274
528121438,0.039173
549564039,0.0
572814803,0.090023
593898415,0.324551
614053303,0.509167
634994981,0.614713
657798781,0.657513
681262465,0.678653
701651308,0.6736
723187140,0.680121
743928507,0.667051
764951528,0.637977
784813451,0.614516
804994231,0.604245
825714390,0.588883
