timestamp_ns,height_inv_mm
0,0.853131
21352629,0.829829
45881668,0.792107
66771158,0.839925
87875693,0.834014
108545986,0.816716
129129255,0.816411
151841068,0.778956
172555075,0.742892
193604097,0.728871
215098583,0.693147
234966791,0.669827
256288969,0.653071
277175565,0.611114
298418263,0.583468
318599235,0.540905
341658555,0.502379
362922986,0.443796
383932428,0.374521
404557872,0.320052
425711706,0.273522
448107156,0.202968
469383563,0.139981
489366676,0.06211
509250937,0.0
530001980,0.025266
552658566,0.263439
572633058,0.541348
593892164,0.670092
613525245,0.78247
633943305,0.832616
657856434,0.847629
678771729,0.846601
699412132,0.834345
719665046,0.817772
741703640,0.786409
761511699,0.76622
782612266,0.749134
803244506,0.713213
823601094,0.643349
846353089,0.586952
867099120,0.550119
888074227,0.520605
