timestamp_ns,height_inv_mm
0,0.670644
20653338,0.661536
42012134,0.62389
62551554,0.60409
82116320,0.590317
104175914,0.524761
125074417,0.506634
145052999,0.470284
165473258,0.450609
186428658,0.440132
207272427,0.39657
228812125,0.378832
249287526,0.339718
270296743,0.312004
293382768,0.262363
313091434,0.225243
333962403,0.180081
355407351,0.12537
376334976,0.091859
397849584,0.033797
417473257,0.0
438672836,0.009162
458766117,0.183569
479629781,0.427449
502208404,0.577284
523405960,0.654602
545133386,0.693282
566500434,0.711645
587542640,0.695691
608003898,0.684354
629027306,0.650911
649378675,0.619427
670670974,0.597492
692831753,0.57683
717349708,0.529985
736533828,0.479602
756879467,0.464541
776455875,0.462053
797794443,0.454411
817574099,0.453679
837969304,0.454952
858017074,0.44905
878209646,0.443652
900975939,0.416829
922108877,0.378441
