timestamp_ns,height_inv_mm
0,0.532422
21673006,0.498357
42868795,0.44113
63637062,0.417333
84664296,0.418783
105527630,0.339245
127871169,0.29442
148411236,0.235735
168787697,0.170386
188965547,0.112915
210623784,0.065824
232028617,0.0
251780014,0.006512
274271139,0.210583
293922974,0.508086
314889579,0.742378
335833724,0.828614
356395293,0.914196
378681754,0.95479
398730383,0.968857
418510185,0.945467
439886110,0.918343
460018736,0.910709
482641577,0.877031
503679044,0.863577
525020781,0.833286
545739403,0.799965
565959032,0.757721
588761141,0.738815
609561391,0.730391
630410446,0.725513
655255935,0.718161
677456014,0.718481
697808135,0.713947
718138328,0.697335
739760100,0.681881
760738304,0.639589
784229284,0.596625
804443379,0.557509
825003569,0.52093
845824756,0.49199
867836724,0.454636
