timestamp_ns,height_inv_mm
0,1.093034
21187623,1.040766
43272134,0.942824
63418213,0.899553
83635481,0.843466
103802194,0.758387
124315685,0.717575
147665810,0.626266
168127396,0.560099
189810792,0.490683
210212942,0.413636
230155904,0.37523
253133721,0.282928
273489722,0.235932
293793946,0.186028
314555732,0.129952
334581781,0.043085
355220147,0.013074
375301811,0.0
395492480,0.199387
416364109,0.616209
439874430,1.123614
460794568,1.50911
481898013,1.738548
502307458,1.856004
522273080,1.906385
544807715,1.955308
573076395,1.966738
593590923,1.967072
615075770,1.95054
636030825,1.948844
656742255,1.90561
677550489,1.869827
697558338,1.792365
719404471,1.731708
742656548,1.69674
762877251,1.680233
783014378,1.687729
