timestamp_ns,height_inv_mm
0,0.501204
20756150,0.501063
41711453,0.491322
65007549,0.473958
85957172,0.479789
106682491,0.417246
127092298,0.405422
147795035,0.364913
170997848,0.346103
191704647,0.33065
212052026,0.314415
233857163,0.28178
254870674,0.255665
275672674,0.223557
296811482,0.192708
317128666,0.160279
338071508,0.122031
360071521,0.106408
381530027,0.063582
402776985,0.030905
423858690,0.0
444711107,0.015417
466906281,0.225634
486489635,0.488055
506820838,0.64407
527552017,0.772288
547911305,0.838713
575856934,0.879512
596696393,0.895942
615804716,0.911505
635950754,0.897143
656371948,0.887932
676962118,0.880875
697921023,0.898073
718773294,0.883443
740631962,0.854648
765192731,0.793587
