timestamp_ns,height_inv_mm
44636330,0.439836
66746906,0.424972
91116978,0.44293
113946778,0.411244
135845826,0.423104
157819175,0.40627
179864194,0.424445
201629000,0.425405
223191607,0.423383
244735783,0.427014
265789521,0.407379
288857316,0.371162
310874140,0.317243
332081498,0.307661
353190211,0.281926
374381947,0.26803
397611190,0.257054
421076383,0.257726
443334954,0.237435
464940555,0.222503
487648918,0.185799
508941409,0.137956
529435341,0.106104
550486737,0.071361
571440052,0.026954
593375685,0.009261
614328985,0.0
634594778,0.039551
664085746,0.167576
685197049,0.291453
705589471,0.329659
726559468,0.365296
747671683,0.361616
768878359,0.367018
790960955,0.355261
813469032,0.315067
