timestamp_ns,height_inv_mm
0,0.812556
20999588,0.77028
44150402,0.702304
65015579,0.683799
86244372,0.642218
106765077,0.591544
127404231,0.558279
147968842,0.489492
168583761,0.411225
188823324,0.338209
209350351,0.278469
231168465,0.205618
251920328,0.134087
273465465,0.047106
294943683,0.0
316003012,0.087083
338636912,0.409003
359496381,0.785687
381176681,1.066425
402160864,1.173362
422870357,1.260443
444770920,1.307726
465088811,1.325984
486125457,1.312027
507108043,1.289803
527909501,1.258982
549738381,1.246537
570487482,1.241333
591466858,1.206921
615833447,1.149363
639800390,1.101965
661224747,1.085282
681215563,1.0753
702449635,1.069824
722762647,1.062725
744594443,1.059431
764693551,1.059743
785650699,1.041543
814768746,0.981266
837559144,0.93159
