timestamp_ns,height_inv_mm
0,0.622977
21131389,0.757747
42775992,0.812055
64882604,0.870295
85837595,0.909832
106069076,0.85231
126593151,0.894178
150085063,0.857597
170447200,0.864847
191144138,0.87851
212617143,0.853416
233117406,0.804641
256496146,0.750793
277625513,0.718472
299984931,0.689679
320649934,0.69216
341286487,0.680237
362851338,0.693723
383498425,0.695818
405115411,0.665222
426170751,0.659243
450206454,0.626283
471977060,0.587671
492805488,0.557858
519313926,0.533218
540121186,0.492773
562669837,0.451099
583265562,0.411653
604804046,0.369481
625598145,0.329979
647875850,0.283196
668537590,0.217922
689403078,0.195958
710582474,0.151365
730580773,0.125757
753524215,0.046906
774177942,0.0
