timestamp_ns,height_inv_mm
0,1.993719
21454946,1.920033
43702825,1.783306
64397629,1.73871
86065734,1.658906
107100402,1.50627
127980664,1.418883
149210981,1.293153
170072563,1.150772
192096065,1.047899
213172396,0.922481
233414562,0.866068
253783168,0.745638
273579669,0.667485
294393072,0.781987
314778031,0.993927
337296765,1.430184
358530667,1.880119
379368437,2.144427
400397436,2.297712
421525141,2.360078
443451338,2.367822
464778808,2.357406
485652037,2.330082
506166271,2.311537
526521715,2.279334
549126267,2.223855
569773913,2.11746
590709966,2.010318
611564855,1.938165
631952998,1.865428
653643115,1.811051
674443213,1.781107
694504921,1.754784
714412625,1.724252
734686509,1.677252
755885357,1.600667
781066690,1.50701
802354707,1.404007
822661934,1.307888
844232246,1.226385
865555030,1.094925
886252061,1.008261
907055647,0.912017
927344293,0.820515
949816969,0.72202
970680173,0.64082
992284988,0.539477
1013989022,0.430509
1038303873,0.340259
1059762437,0.245229
1079947462,0.152097
1100733347,0.087683
1121577552,0.046851
1144638362,0.0
1164533307,0.099669
1184133507,0.277328
