timestamp_ns,height_inv_mm
0,1.140834
25296786,1.046958
46576761,0.923997
67595894,0.8492
88960111,0.75616
110893414,0.655865
133771863,0.568313
154223656,0.458875
175457722,0.36577
195712185,0.312176
216280248,0.211553
236962160,0.135944
257859524,0.074167
278842809,0.012019
299046010,0.0
322138756,0.267724
342233449,0.506532
361905116,0.986114
382543778,1.402868
404095139,1.656688
426863364,1.797147
447076112,1.833308
467291613,1.870264
488139717,1.852138
509269768,1.838273
532233054,1.820309
553119150,1.792735
573003115,1.734346
593409708,1.653405
614370290,1.539947
635851634,1.463861
655874672,1.406721
676478350,1.378656
697713239,1.353139
717665683,1.335786
738665296,1.323003
764336978,1.297672
785759956,1.231374
807162722,1.150842
829147570,1.066224
849649174,0.989961
870649564,0.917768
890966127,0.830258
911724531,0.746938
933545127,0.661672
954220456,0.585501
974773797,0.508052
995296367,0.424343
1015325954,0.355028
1036657850,0.297822
1056865692,0.210399
1077239153,0.148796
1097427645,0.08432
1117855956,0.04067
