timestamp_ns,height_inv_mm
0,0.377787
20613352,0.359198
42093193,0.322695
62848001,0.306391
83836676,0.304535
104997374,0.267308
125942414,0.276476
149569345,0.252254
170866725,0.247377
192268674,0.241734
212248636,0.204258
233747563,0.17549
256201171,0.142313
276086822,0.118805
296708006,0.092228
316823025,0.076543
336713581,0.050828
360045534,0.013339
380196033,0.0
400562850,0.099558
420942595,0.315259
441788199,0.447697
461847786,0.562882
482069233,0.617833
502041051,0.662507
522482668,0.688434
542828934,0.687967
563440858,0.682027
589233449,0.665941
610035618,0.656367
629780385,0.649491
652225686,0.65939
673583666,0.640584
693688474,0.614142
714028359,0.595006
734402635,0.582276
756907147,0.563401
778992838,0.558121
