timestamp_ns,height_inv_mm
0,1.610711
21038814,1.691453
43029333,1.713265
63880027,1.728804
85607720,1.727301
106117316,1.695856
126216974,1.693069
147072911,1.657141
167461903,1.61983
191400999,1.568831
212721682,1.488945
234171113,1.457811
254379226,1.424411
275986868,1.395755
297887498,1.388893
318578678,1.396256
340243053,1.385598
361415962,1.35682
381783439,1.320488
402416493,1.256717
422666133,1.212512
442981204,1.144563
463515879,1.069435
482725602,0.985626
502662105,0.934775
522522191,0.84931
543420957,0.780369
563974749,0.704451
584174266,0.635027
610788939,0.547431
631740643,0.418812
652870661,0.335967
673578822,0.252795
695953758,0.144453
717919077,0.08813
738946602,0.0
760266243,0.051285
780527325,0.351941
801582928,0.803569
