timestamp_ns,height_inv_mm
0,1.61927
20889858,1.534361
41552678,1.453797
61660038,1.445878
81304939,1.423924
102083826,1.383033
123443619,1.399912
143948053,1.386781
164210356,1.376641
184071083,1.367977
204804560,1.295813
224683205,1.253962
248006873,1.144999
268528741,1.096786
289212236,1.043454
310069934,0.969868
330424442,0.923949
352580785,0.866009
372991378,0.735848
392856622,0.670884
413087110,0.611714
433942171,0.508098
456668742,0.40007
477682289,0.32048
497487522,0.214075
517103445,0.140452
536765302,0.051037
560146703,0.0
580324146,0.022378
601188687,0.351151
621521233,0.809417
641823056,1.08957
662619541,1.443761
686655699,1.600795
707615979,1.672303
727399565,1.680869
748210403,1.674982
768708652,1.675379
789018200,1.679917
809866607,1.652424
829880745,1.600611
851973644,1.580408
