timestamp_ns,height_inv_mm
0,0.230271
21706770,0.228917
42655921,0.220986
64747095,0.225262
86179020,0.245121
106564718,0.23324
127154219,0.227953
149882011,0.192414
170948242,0.186223
191311656,0.178659
211547678,0.158409
233883023,0.156404
257635843,0.152445
278691534,0.144458
300056419,0.135937
322633981,0.127172
344642570,0.104613
367353985,0.086059
389270059,0.068111
411151353,0.039889
433551457,0.026957
456343632,0.004281
478102690,0.0
499625436,0.071411
520817273,0.2274
542308059,0.33674
563640931,0.402284
585064759,0.44019
617809198,0.468909
639959454,0.482591
660250712,0.483853
680389849,0.461759
701599008,0.470731
722719604,0.45622
744000322,0.449675
765876372,0.451026
787725448,0.435167
