timestamp_ns,height_inv_mm
0,0.282887
21641040,0.179234
42512374,0.3266
63364088,0.68755
84055593,0.946182
107872015,1.224273
129349326,1.291245
149970842,1.365724
170822766,1.399521
191057591,1.388083
213063679,1.35702
233510816,1.326715
253683237,1.311139
273310202,1.287958
294039860,1.268411
317167677,1.209398
338021088,1.163222
359454562,1.13666
380675937,1.118697
400911115,1.111824
421059168,1.096627
441824988,1.099385
462753962,1.097746
482751497,1.085434
503760867,1.066412
524224680,1.014793
544818339,0.967132
565375210,0.928503
586091945,0.870011
607264757,0.823233
628196123,0.779471
649220002,0.72615
670495203,0.675834
691923966,0.623382
719176743,0.558336
740466746,0.46019
761809144,0.398692
782557902,0.354312
805673583,0.225787
826572373,0.136852
846654871,0.062516
867497218,0.0
888965691,0.076098
910938692,0.374616
932120747,0.822604
